my_rowid,current_status,timestamp_created,threshold,interpreter_class,interpreter_class2,interpreter_certainty,interpreter_certainty2,interpreter_class_id,interpreter_class2_id,certainty_threshold
646,evaluated,2022-02-12 11:50:58.951208,2000,ambience,footsteps,99,0,0,1,50
647,evaluated,2022-02-12 11:51:03.071584,2000,ambience,footsteps,99,0,0,1,50
648,evaluated,2022-02-12 11:51:05.469982,2000,ambience,music,80,19,0,3,50
649,evaluated,2022-02-12 11:51:13.318071,2000,ambience,music,99,0,0,3,50
650,evaluated,2022-02-12 11:51:15.889713,2000,ambience,music,97,2,0,3,50
651,evaluated,2022-02-12 11:51:19.288775,2000,music,ambience,88,11,3,0,50
652,evaluated,2022-02-12 11:51:51.873889,2000,music,ambience,88,11,3,0,50
653,evaluated,2022-02-12 11:52:00.270241,2000,ambience,music,97,2,0,3,50
654,evaluated,2022-02-12 11:52:08.090878,2000,ambience,music,90,9,0,3,50
655,evaluated,2022-02-12 11:52:16.163062,2000,ambience,music,97,2,0,3,50
656,evaluated,2022-02-12 11:52:22.884380,2000,music,ambience,57,42,3,0,50
657,evaluated,2022-02-12 11:52:27.507951,2000,ambience,music,99,0,0,3,50
658,evaluated,2022-02-12 11:52:31.106466,2000,ambience,footsteps,99,0,0,1,50
659,evaluated,2022-02-12 11:52:32.881505,2000,ambience,music,96,2,0,3,50
660,evaluated,2022-02-12 11:52:46.399148,2000,ambience,music,85,10,0,3,50
661,evaluated,2022-02-12 11:53:14.835410,2000,ambience,music,94,5,0,3,50
662,evaluated,2022-02-12 11:53:19.162632,2000,ambience,footsteps,99,0,0,1,50
663,evaluated,2022-02-12 11:53:20.984604,2000,ambience,music,99,0,0,3,50
664,evaluated,2022-02-12 11:53:22.407539,2000,ambience,music,98,1,0,3,50
665,evaluated,2022-02-12 11:53:26.283606,2000,ambience,music,99,0,0,3,50
666,evaluated,2022-02-12 11:53:29.305934,2000,ambience,music,95,4,0,3,50
667,evaluated,2022-02-12 11:53:31.752561,2000,ambience,music,92,6,0,3,50
668,evaluated,2022-02-12 11:53:40.099574,2000,ambience,music,53,46,0,3,50
669,evaluated,2022-02-12 11:53:42.225825,2000,ambience,music,98,1,0,3,50
670,evaluated,2022-02-12 11:53:44.049266,2000,ambience,music,96,3,0,3,50
671,evaluated,2022-02-12 11:53:53.817939,2000,ambience,footsteps,99,0,0,1,50
672,evaluated,2022-02-12 11:54:16.336268,2000,ambience,footsteps,99,0,0,1,50
673,evaluated,2022-02-12 11:54:18.532576,2000,ambience,music,98,1,0,3,50
674,evaluated,2022-02-12 11:54:19.908441,2000,ambience,music,95,4,0,3,50
675,evaluated,2022-02-12 11:54:29.753819,2000,ambience,footsteps,99,0,0,1,50
676,evaluated,2022-02-12 11:54:31.302376,2000,ambience,music,98,1,0,3,50
677,evaluated,2022-02-12 11:54:35.599482,2000,ambience,footsteps,99,0,0,1,50
678,evaluated,2022-02-12 11:54:37.850057,2000,ambience,music,98,1,0,3,50
679,evaluated,2022-02-12 11:55:05.612706,2000,ambience,music,99,0,0,3,50
680,evaluated,2022-02-12 11:55:14.608485,2000,ambience,footsteps,99,0,0,1,50
681,evaluated,2022-02-12 11:55:24.378661,2000,ambience,music,99,0,0,3,50
682,evaluated,2022-02-12 11:55:28.103128,2000,ambience,music,99,0,0,3,50
683,evaluated,2022-02-12 11:55:30.175154,2000,ambience,music,98,1,0,3,50
684,evaluated,2022-02-12 11:55:33.024496,2000,ambience,music,99,0,0,3,50
685,evaluated,2022-02-12 11:55:36.257176,2000,ambience,music,99,0,0,3,50
686,evaluated,2022-02-12 11:56:03.061037,2000,ambience,footsteps,99,0,0,1,50
687,evaluated,2022-02-12 11:56:04.634146,2000,ambience,music,67,32,0,3,50
688,evaluated,2022-02-12 11:56:11.530087,2000,music,ambience,71,28,3,0,50
689,evaluated,2022-02-12 11:56:16.106765,2000,ambience,footsteps,99,0,0,1,50
690,evaluated,2022-02-12 11:56:43.843078,2000,ambience,music,99,0,0,3,50
691,evaluated,2022-02-12 11:56:45.066043,2000,ambience,music,94,5,0,3,50
692,evaluated,2022-02-12 11:56:48.764440,2000,ambience,music,99,0,0,3,50
693,evaluated,2022-02-12 11:56:50.163383,2000,ambience,music,85,14,0,3,50
694,evaluated,2022-02-12 11:56:54.863608,2000,ambience,footsteps,98,1,0,1,50
695,evaluated,2022-02-12 11:56:56.410126,2000,music,ambience,87,6,3,0,50
696,evaluated,2022-02-12 11:57:11.654067,2000,ambience,music,65,33,0,3,50
